Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS3	Razor + unique peptides MS3	Unique peptides MS3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS3	Reporter intensity corrected 1 MS3	Reporter intensity corrected 2 MS3	Reporter intensity corrected 3 MS3	Reporter intensity corrected 4 MS3	Reporter intensity corrected 5 MS3	Reporter intensity corrected 6 MS3	Reporter intensity corrected 7 MS3	Reporter intensity corrected 8 MS3	Reporter intensity corrected 9 MS3	Reporter intensity 0 MS3	Reporter intensity 1 MS3	Reporter intensity 2 MS3	Reporter intensity 3 MS3	Reporter intensity 4 MS3	Reporter intensity 5 MS3	Reporter intensity 6 MS3	Reporter intensity 7 MS3	Reporter intensity 8 MS3	Reporter intensity 9 MS3	Reporter intensity count 0 MS3	Reporter intensity count 1 MS3	Reporter intensity count 2 MS3	Reporter intensity count 3 MS3	Reporter intensity count 4 MS3	Reporter intensity count 5 MS3	Reporter intensity count 6 MS3	Reporter intensity count 7 MS3	Reporter intensity count 8 MS3	Reporter intensity count 9 MS3	Sequence coverage MS3 [%]	Intensity	Intensity MS3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P0A9G6	P0A9G6	25	25	25	Isocitrate lyase	aceA		1	25	25	25	25	25	25	69.4	69.4	69.4	47.521	434	434	0	210.35	583400	685240	519530	616760	778920	461000	680860	676470	602700	548090	551810	646940	529750	634920	773670	472740	695610	686690	597990	531750	123	125	121	123	125	120	126	123	123	124	583400	685240	519530	616760	778920	461000	680860	676470	602700	548090	551810	646940	529750	634920	773670	472740	695610	686690	597990	531750	123	125	121	123	125	120	126	123	123	124	69.4	119610000000	119610000000	133				524	376;1315;1316;2136;2682;4839;6242;6635;6856;8786;9768;9835;12230;13145;13251;14769;15071;15107;15500;15501;15536;16673;16926;17118;17388	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	417;1472;1473;1474;2392;2393;2989;5381;6930;7390;7628;9759;10812;10880;13780;14804;14919;16593;16934;16973;16974;17420;17421;17459;18712;19005;19215;19512	666;667;668;2263;2264;2265;2266;2267;2268;2269;2270;2271;3655;3656;4554;4555;4556;4557;4558;4559;4560;4561;4562;4563;4564;8004;8005;8006;8007;10199;10200;10866;10867;10868;10869;10870;11206;14225;15630;15708;19984;21384;21385;21386;21387;21549;23967;23968;23969;23970;23971;24450;24451;24452;24453;24454;24455;24456;24509;24510;24511;24512;24513;24514;24515;25137;25138;25139;25140;25141;25189;26944;26945;27373;27374;27375;27645;27646;27647;27648;27649;28042;28043;28044;28045;28046;28047;28048	778;779;780;781;2630;2631;2632;2633;2634;2635;2636;2637;2638;2639;4207;4208;5234;5235;5236;5237;5238;5239;5240;5241;5242;5243;5244;5245;5246;5247;5248;5249;5250;5251;5252;5253;9163;9164;9165;9166;9167;9168;11643;11644;12407;12408;12409;12410;12411;12412;12413;12795;16260;17824;17907;17908;22767;24335;24336;24337;24338;24549;27279;27280;27281;27282;27283;27284;27816;27817;27818;27819;27820;27821;27822;27823;27824;27825;27887;27888;27889;27890;27891;27892;27893;27894;27895;27896;28577;28578;28579;28580;28581;28582;28583;28636;28637;30581;30582;30583;31051;31052;31053;31054;31349;31350;31351;31352;31353;31354;31355;31356;31357;31358;31359;31360;31361;31362;31363;31364;31365;31366;31367;31809;31810;31811;31812;31813;31814;31815;31816;31817;31818	778;2632;2639;4208;5235;9164;11643;12409;12795;16260;17824;17907;22767;24337;24549;27281;27822;27895;28580;28583;28637;30581;31054;31365;31810	948;949;950	175;198;343
P0A9G8	P0A9G8	3	3	3	Transcriptional regulator ModE	modE		1	3	3	3	3	3	3	13.7	13.7	13.7	28.281	262	262	0	15.535	9184	10008	7868.1	9432.5	11035	8190.1	10098	9610.9	9112.8	9140.7	8685.5	9451.3	8035.4	9700.1	10997	8299.8	10297	9860.8	9033.4	8829.5	3	3	3	3	3	3	3	3	3	3	9184	10008	7868.1	9432.5	11035	8190.1	10098	9610.9	9112.8	9140.7	8685.5	9451.3	8035.4	9700.1	10997	8299.8	10297	9860.8	9033.4	8829.5	3	3	3	3	3	3	3	3	3	3	13.7	128240000	128240000	3				525	2686;6016;15859	True;True;True	2995;6687;17807	4571;9830;25670	5260;11227;29176	5260;11227;29176		
P0A9H1	P0A9H1	6	6	6	G/U mismatch-specific DNA glycosylase	mug		1	6	6	6	6	6	6	39.9	39.9	39.9	18.673	168	168	0	15.235	41212	43595	39826	45136	50434	39982	46381	44635	42235	41106	38992	41191	40304	46167	50493	40442	47293	45830	41849	39740	10	10	10	10	10	10	10	10	10	10	41212	43595	39826	45136	50434	39982	46381	44635	42235	41106	38992	41191	40304	46167	50493	40442	47293	45830	41849	39740	10	10	10	10	10	10	10	10	10	10	39.9	753130000	753130000	10				526	7544;11270;12350;12436;12706;16475	True;True;True;True;True;True	8396;12701;12702;13916;14011;14308;18493	12305;18369;18370;20183;20299;20300;20713;20714;20715;26649	14115;20912;20913;22996;23125;23126;23586;23587;23588;30267	14115;20912;22996;23125;23588;30267	951	1
P0A9H3	P0A9H3	7	7	7	Lysine decarboxylase, inducible	cadA		1	7	7	7	7	7	7	11.3	11.3	11.3	81.259	715	715	0	16.313	14908	15283	12804	16666	17637	14309	16168	14966	15761	19071	14099	14445	13070	16989	17592	14492	16517	15561	15568	18304	9	9	9	9	9	9	9	9	9	9	14908	15283	12804	16666	17637	14309	16168	14966	15761	19071	14099	14445	13070	16989	17592	14492	16517	15561	15568	18304	9	9	9	9	9	9	9	9	9	9	11.3	229520000	229520000	9				527	2666;3409;3614;8119;8343;9647;11606	True;True;True;True;True;True;True	2972;3802;4028;9044;9288;9289;10684;13092;13093	4528;5731;6060;13230;13592;13593;15458;19021;19022	5204;6553;6924;15160;15561;15562;17630;21690;21691	5204;6553;6924;15160;15561;17630;21690	952;953;954;955	229;484;504;584
P0A9H5	P0A9H5	4	4	4	Cob(I)yrinic acid a,c-diamide adenosyltransferase	btuR		1	4	4	4	4	4	4	17.3	17.3	17.3	21.999	196	196	0	9.4098	28454	30007	25755	30270	33508	27167	32820	31581	28050	29613	26915	28348	26183	31015	33532	27480	33310	32400	27879	28615	5	5	5	5	5	5	5	5	5	5	28454	30007	25755	30270	33508	27167	32820	31581	28050	29613	26915	28348	26183	31015	33532	27480	33310	32400	27879	28615	5	5	5	5	5	5	5	5	5	5	17.3	265980000	265980000	5				528	6905;15569;15904;16310	True;True;True;True	7679;17492;17864;18313	11275;25231;25232;25752;26375	12878;28680;28681;29263;29950	12878;28681;29263;29950		
P0A9H7	P0A9H7	11	11	11	Cyclopropane-fatty-acyl-phospholipid synthase	cfa		1	11	11	11	11	11	11	32.7	32.7	32.7	43.909	382	382	0	54.537	60525	64269	54620	61097	72362	54949	68184	64645	59912	60489	57250	60694	55548	62827	72319	55588	69379	66290	59466	58453	12	11	12	12	12	12	12	12	12	12	60525	64269	54620	61097	72362	54949	68184	64645	59912	60489	57250	60694	55548	62827	72319	55588	69379	66290	59466	58453	12	11	12	12	12	12	12	12	12	12	32.7	902310000	902310000	12				529	739;2768;2892;3910;5131;8395;9358;12030;14435;14802;16483	True;True;True;True;True;True;True;True;True;True;True	819;3084;3221;4352;5705;9343;10366;13570;16226;16627;18503	1256;4676;4867;6531;8455;8456;13660;15036;19721;23392;24010;26662	1461;5376;5584;7477;9684;9685;15637;17148;22476;26609;27328;30280	1461;5376;5584;7477;9684;15637;17148;22476;26609;27328;30280		
P0A9I3	P0A9I3	2	2	2	Glycine cleavage system transcriptional repressor	gcvR		1	2	2	2	2	2	2	11.1	11.1	11.1	20.768	190	190	0	23.185	1028.9	1134.2	1149.5	1180.1	1327.4	884.09	1017.5	1228.4	978.73	1069.1	974.07	1071.7	1152.1	1204.1	1332.1	905.71	1049.5	1251.1	967.36	1035.1	2	2	2	2	2	2	2	2	2	2	1028.9	1134.2	1149.5	1180.1	1327.4	884.09	1017.5	1228.4	978.73	1069.1	974.07	1071.7	1152.1	1204.1	1332.1	905.71	1049.5	1251.1	967.36	1035.1	2	2	2	2	2	2	2	2	2	2	11.1	70276000	70276000	2				530	7270;15493	True;True	8093;17412	11864;25124	13613;28564	13613;28564		
P0A9J0	P0A9J0	19	19	19	Ribonuclease G	rng		1	19	19	19	19	19	19	47.9	47.9	47.9	55.364	489	489	0	97.1	69328	68721	62573	70253	77681	50211	73706	73434	64256	69949	65577	64927	63573	71718	77873	51646	74958	74867	63802	67565	24	24	24	24	24	24	24	24	24	24	69328	68721	62573	70253	77681	50211	73706	73434	64256	69949	65577	64927	63573	71718	77873	51646	74958	74867	63802	67565	24	24	24	24	24	24	24	24	24	24	47.9	1135300000	1135300000	24				531	2524;2773;4515;5194;6208;7606;10501;11681;12551;12844;14640;14641;15669;15944;16565;16612;17151;17901;17995	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2817;3089;5030;5771;6894;8466;11626;13174;14138;14467;16454;16455;17599;17600;17906;18592;18645;19251;20088;20203	4304;4683;7500;8546;10147;10148;10149;12413;16733;19146;20485;20486;20938;23767;23768;25382;25383;25816;26789;26859;27694;28884;29041	4950;5383;8581;9787;11581;11582;11583;14242;19062;19063;21827;23334;23335;23838;27051;27052;28846;28847;29335;30417;30489;31416;32801;32967	4950;5383;8581;9787;11581;14242;19062;21827;23334;23838;27051;27052;28847;29335;30417;30489;31416;32801;32967	956	425
P0A9J4	P0A9J4	2	2	2	2-dehydropantoate 2-reductase	panE		1	2	2	2	2	2	2	6.6	6.6	6.6	33.87	303	303	0	3.6095	5981.3	7274.8	5794.2	6133	8726.6	6289	6551.5	6464.1	6382.1	6592.8	5659.1	6865.7	5877	6369.4	8651.7	6311.5	6768.7	6675.8	6304.4	6357.5	2	2	2	2	2	2	2	2	2	2	5981.3	7274.8	5794.2	6133	8726.6	6289	6551.5	6464.1	6382.1	6592.8	5659.1	6865.7	5877	6369.4	8651.7	6311.5	6768.7	6675.8	6304.4	6357.5	2	2	2	2	2	2	2	2	2	2	6.6	68275000	68275000	2				532	836;2011	True;True	932;2263	1432;3468	1654;4002	1654;4002		
P0A9J6	P0A9J6	6	6	6	Ribokinase	rbsK		1	6	6	6	6	6	6	22.3	22.3	22.3	32.29	309	309	0	19.338	13920	20156	13820	14709	20661	14637	16332	16393	16147	14702	13171	19009	13997	15434	20502	14725	16828	16819	15940	14223	6	6	6	6	6	6	6	6	6	6	13920	20156	13820	14709	20661	14637	16332	16393	16147	14702	13171	19009	13997	15434	20502	14725	16828	16819	15940	14223	6	6	6	6	6	6	6	6	6	6	22.3	266380000	266380000	6				533	3650;5605;5614;13881;15171;16130	True;True;True;True;True;True	4066;6241;6250;15601;17043;18115	6107;9199;9208;22477;24597;26098	6977;10509;10519;25581;27984;29642	6977;10509;10519;25581;27984;29642		
P0A9J8	P0A9J8	11	11	11	P-protein;Chorismate mutase;Prephenate dehydratase	pheA		1	11	11	11	11	11	11	31.6	31.6	31.6	43.111	386	386	0	77.79	71093	68220	65587	70038	76864	62012	75207	72742	63808	69187	67252	64456	66494	71673	77302	62781	76322	74635	63443	66832	15	15	15	15	15	15	15	15	15	15	71093	68220	65587	70038	76864	62012	75207	72742	63808	69187	67252	64456	66494	71673	77302	62781	76322	74635	63443	66832	15	15	15	15	15	15	15	15	15	15	31.6	947250000	947250000	15				534	966;4070;4101;6639;6985;7348;7619;9755;11594;14294;16552	True;True;True;True;True;True;True;True;True;True;True	1075;4525;4557;7394;7770;8180;8483;8484;10799;13079;16070;18579	1643;6797;6837;6838;10874;11400;12002;12003;12436;12437;12438;15616;19004;23187;26772	1887;7781;7827;7828;12417;13029;13773;13774;14265;14266;14267;17810;21672;26388;30399	1887;7781;7827;12417;13029;13774;14266;17810;21672;26388;30399	957	238
P0A9K1	P0A9K1	2	2	2	Protein PhoH	phoH		1	2	2	2	2	2	2	5.9	5.9	5.9	39.264	354	354	0.0015167	2.5323	9216.1	8613.6	7744.3	9675.2	9839.7	9024.1	10020	9894.7	8834.5	9694.6	8715.3	8143.1	7908.7	9858.9	9863.1	9103.5	10159	10183	8767.3	9357.6	2	2	2	2	2	2	2	2	2	2	9216.1	8613.6	7744.3	9675.2	9839.7	9024.1	10020	9894.7	8834.5	9694.6	8715.3	8143.1	7908.7	9858.9	9863.1	9103.5	10159	10183	8767.3	9357.6	2	2	2	2	2	2	2	2	2	2	5.9	21644000	21644000	2				535	47;12699	True;True	53;14299	93;20703	122;23575	122;23575		
P0A9K3	P0A9K3	18	18	18	PhoH-like protein	ybeZ		1	18	18	18	18	18	18	59.5	59.5	59.5	39.038	346	346	0	116.55	90426	93563	75490	97362	110170	86559	103320	100840	89553	94839	85510	88407	77284	99563	109650	87602	105130	103450	88946	91636	26	26	26	26	26	26	26	26	26	26	90426	93563	75490	97362	110170	86559	103320	100840	89553	94839	85510	88407	77284	99563	109650	87602	105130	103450	88946	91636	26	26	26	26	26	26	26	26	26	26	59.5	5971600000	5971600000	26				536	139;1906;4006;7952;8365;8366;9433;9901;10441;11981;12079;12138;13384;14187;15276;15443;15765;16538	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	159;2149;4455;8854;9311;9312;10445;10954;11560;13518;13619;13685;15060;15936;15937;17160;17161;17361;17709;18563	264;3290;6689;6690;12968;12969;13617;13618;15149;15809;15810;16632;19645;19784;19785;19865;21741;22967;22968;22969;24758;24759;25053;25542;25543;26750	313;3795;7653;7654;14867;14868;15586;15587;17279;18025;18026;18952;22388;22545;22546;22639;24771;26144;26145;26146;28161;28162;28490;29027;29028;30374	313;3795;7654;14867;15586;15587;17279;18025;18952;22388;22545;22639;24771;26146;28161;28490;29027;30374	958;959	73;252
P0A9K7	P0A9K7	7	7	7	Phosphate-specific transport system accessory protein PhoU	phoU		1	7	7	7	7	7	7	23.2	23.2	23.2	27.417	241	241	0	13.563	42377	55192	36067	45641	60386	41511	50246	48418	47720	46248	40076	52083	36959	47379	59699	41966	51564	49693	47192	44669	7	7	7	7	7	7	7	7	7	7	42377	55192	36067	45641	60386	41511	50246	48418	47720	46248	40076	52083	36959	47379	59699	41966	51564	49693	47192	44669	7	7	7	7	7	7	7	7	7	7	23.2	225860000	225860000	7				537	7252;8738;10607;10821;10833;15152;16033	True;True;True;True;True;True;True	8072;9709;11743;12010;12027;17024;18007	11833;14153;16886;17294;17311;24574;25955	13577;16182;19235;19710;19729;27960;29487	13577;16182;19235;19710;19729;27960;29487	960;961	1;149
P0A9K9	P0A9K9	4	4	4	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	slyD		1	4	4	4	4	4	4	28.1	28.1	28.1	20.853	196	196	0	27.673	8957	15425	9717.6	11818	15916	11825	12577	11583	12820	15319	8478.4	14551	9810.9	12355	15739	11878	12970	12080	12639	14693	11	12	11	12	11	12	11	11	11	12	8957	15425	9717.6	11818	15916	11825	12577	11583	12820	15319	8478.4	14551	9810.9	12355	15739	11878	12970	12080	12639	14693	11	12	11	12	11	12	11	11	11	12	28.1	2572400000	2572400000	12				538	2936;3220;4911;5249	True;True;True;True	3268;3591;3592;5456;5841	4934;5404;5405;5406;5407;5408;5409;5410;8109;8110;8111;8644	5655;6178;6179;6180;6181;6182;6183;6184;9284;9285;9286;9890	5655;6184;9284;9890	962;963	85;94
P0A9L3	P0A9L3	9	9	9	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	fklB		1	9	9	9	9	9	9	52.4	52.4	52.4	22.216	206	206	0	61.15	77317	106290	74472	80573	108390	77917	88377	85975	86659	83269	73151	100260	75530	84257	107710	78477	90875	88436	85579	80398	13	13	13	13	13	13	13	13	13	13	77317	106290	74472	80573	108390	77917	88377	85975	86659	83269	73151	100260	75530	84257	107710	78477	90875	88436	85579	80398	13	13	13	13	13	13	13	13	13	13	52.4	2483400000	2483400000	13				539	3868;5289;5856;7155;8542;9626;16432;17394;17847	True;True;True;True;True;True;True;True;True	4307;5887;5888;6518;7968;9501;10660;18448;19519;20029	6470;8705;8706;8707;9595;11677;13880;15427;15428;26584;28056;28796	7399;9955;9956;9957;10956;13383;15880;17596;17597;17598;30198;31827;32694	7399;9955;10956;13383;15880;17597;30198;31827;32694	964	80
P0A9L5	P0A9L5	4	4	4	Peptidyl-prolyl cis-trans isomerase C	ppiC		1	4	4	4	4	4	4	40.9	40.9	40.9	10.232	93	93	0	9.2939	66139	67651	62050	69550	85678	55193	77331	75689	71071	70807	62569	63918	62990	71065	85427	56354	78946	77261	70391	68425	7	7	7	7	7	7	7	7	7	7	66139	67651	62050	69550	85678	55193	77331	75689	71071	70807	62569	63918	62990	71065	85427	56354	78946	77261	70391	68425	7	7	7	7	7	7	7	7	7	7	40.9	526370000	526370000	7				540	7217;8907;12554;14637	True;True;True;True	8032;9885;14141;14142;16451	11777;14393;14394;20489;20490;23762;23763	13501;16445;16446;23338;23339;27046;27047	13501;16446;23339;27047	965	58
P0A9L8	P0A9L8	6	6	6	Pyrroline-5-carboxylate reductase	proC		1	6	6	6	6	6	6	26	26	26	28.145	269	269	0	37.658	117220	141530	106280	129100	158780	109430	133960	136690	126920	126090	110880	133630	108240	133000	157670	111150	137360	139850	125530	121890	19	19	19	19	19	19	19	19	19	19	117220	141530	106280	129100	158780	109430	133960	136690	126920	126090	110880	133630	108240	133000	157670	111150	137360	139850	125530	121890	19	19	19	19	19	19	19	19	19	19	26	1838900000	1838900000	19				541	256;2959;4796;7680;11283;16630	True;True;True;True;True;True	285;286;3300;3301;5336;5337;8550;8551;12722;12723;18666	470;471;4981;4982;4983;7941;7942;12549;12550;12551;18407;18408;18409;26885;26886;26887	552;553;5703;5704;5705;9089;9090;9091;14404;14405;14406;20958;20959;20960;20961;30515;30516;30517;30518	552;5703;9089;14405;20961;30515	966;967;968;969;970	13;209;214;228;256
P0A9M0	P0A9M0	45	45	45	Lon protease	lon		1	45	45	45	45	45	45	64	64	64	87.437	784	784	0	298.06	704600	669780	646980	696990	763840	666490	745690	712770	689650	758040	666510	632870	656170	713500	767940	671420	758390	736010	682860	730280	119	119	118	119	119	119	119	119	119	118	704600	669780	646980	696990	763840	666490	745690	712770	689650	758040	666510	632870	656170	713500	767940	671420	758390	736010	682860	730280	119	119	118	119	119	119	119	119	119	118	64	35985000000	35985000000	120				542	389;416;548;2165;2166;2645;2832;2833;3295;3513;4102;4103;4397;4789;5843;6478;6552;7048;7558;7573;7923;8008;8090;8168;8590;8632;8835;9462;9463;10081;10337;10338;10512;10776;11085;11826;12312;12987;14701;15549;15695;15696;15764;16287;16667	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	433;434;462;608;2426;2427;2428;2429;2949;2950;3155;3156;3677;3678;3916;3917;4558;4559;4560;4561;4905;5328;5329;6500;7214;7295;7847;8410;8411;8429;8825;8918;8919;9014;9096;9551;9596;9809;9810;10477;10478;11170;11441;11442;11637;11937;11938;12424;12425;12426;12427;13346;13874;14624;14625;16520;17472;17629;17630;17707;17708;18287;18706	689;690;691;729;938;939;3698;3699;3700;3701;3702;3703;3704;3705;4497;4498;4773;4774;4775;5550;5551;5552;5889;5890;5891;6839;6840;6841;6842;6843;6844;6845;7328;7926;7927;7928;7929;7930;9568;10596;10719;10720;11499;12325;12326;12327;12358;12359;12921;12922;13061;13062;13193;13295;13943;13944;13945;13946;14013;14014;14295;14296;14297;14298;15190;15191;15192;15193;16125;16126;16463;16464;16749;17177;17178;17179;17180;17958;17959;17960;17961;17962;17963;19405;20120;21130;21131;21132;21133;23860;23861;25203;25204;25205;25429;25430;25431;25432;25536;25537;25538;25539;25540;25541;26339;26938	803;804;805;806;844;1083;1084;1085;4257;4258;4259;4260;4261;4262;4263;4264;4265;5169;5170;5483;5484;5485;6340;6341;6342;6343;6728;6729;6730;7829;7830;7831;7832;7833;7834;7835;8393;9072;9073;9074;9075;9076;10926;10927;12106;12243;12244;13151;13152;14139;14140;14141;14181;14182;14812;14813;14970;14971;14972;15116;15117;15228;15948;15949;15950;15951;16029;16030;16336;16337;16338;16339;16340;17324;17325;17326;17327;17328;17329;18392;18393;18768;18769;19080;19577;19578;19579;19580;20460;20461;20462;20463;20464;20465;22123;22926;24051;24052;24053;24054;24055;27155;27156;27157;28652;28653;28654;28897;28898;28899;28900;28901;29021;29022;29023;29024;29025;29026;29913;30575	805;844;1085;4263;4264;5170;5483;5485;6343;6729;7831;7835;8393;9076;10926;12106;12244;13151;14140;14181;14813;14972;15116;15228;15948;16029;16339;17326;17329;18392;18768;18769;19080;19577;20465;22123;22926;24054;27157;28652;28898;28901;29026;29913;30575	971;972;973;974;975;976;977;978;979;980;981;982;983;984;985;986	25;44;80;173;186;234;244;280;281;284;380;402;634;684;703;778
P0A9M2	P0A9M2	7	7	7	Hypoxanthine phosphoribosyltransferase	hpt		1	7	7	7	7	7	7	42.1	42.1	42.1	20.115	178	178	0	44.033	58915	82245	53203	68530	91595	58744	71009	73787	67857	61784	55727	77616	54332	71044	90390	59608	73184	75293	67088	59885	9	10	10	10	10	9	10	10	10	10	58915	82245	53203	68530	91595	58744	71009	73787	67857	61784	55727	77616	54332	71044	90390	59608	73184	75293	67088	59885	9	10	10	10	10	9	10	10	10	10	42.1	534560000	534560000	10				543	2825;3096;3251;3968;7238;7946;14070	True;True;True;True;True;True;True	3148;3447;3448;3626;4413;8056;8848;15814	4762;5185;5186;5481;6623;6624;11813;12960;22798	5472;5935;5936;5937;6265;7580;7581;13551;14858;25954	5472;5936;6265;7581;13551;14858;25954	987;988	8;36
P0A9M8	P0A9M8	31	31	31	Phosphate acetyltransferase	pta		1	31	31	31	31	31	31	50.8	50.8	50.8	77.171	714	714	0	243.19	338350	331450	299440	338130	380620	296320	369660	353930	317180	342470	320020	313140	304730	346100	381260	300250	375370	363110	315190	330670	67	67	67	67	67	67	67	67	67	67	338350	331450	299440	338130	380620	296320	369660	353930	317180	342470	320020	313140	304730	346100	381260	300250	375370	363110	315190	330670	67	67	67	67	67	67	67	67	67	67	50.8	15778000000	15778000000	68				544	16;1415;1462;1815;2280;3254;6116;6400;7097;7195;8361;8700;9993;10368;10388;11223;11895;11940;13349;13402;13438;13612;14034;14057;15014;15272;15520;15789;15884;16791;17994	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	17;1600;1650;2037;2550;3629;3630;6796;7122;7903;8010;9307;9669;11073;11476;11498;12630;12631;13419;13472;15021;15079;15118;15302;15303;15774;15775;15800;16868;17154;17155;17442;17734;17838;17839;18859;20202	35;36;2440;2441;2506;3102;3893;3894;5485;5486;5487;5488;9988;10475;11568;11569;11737;11738;11739;13612;14109;15996;15997;16510;16511;16541;18254;18255;18256;18257;18258;18259;19497;19498;19562;21687;21688;21689;21767;21768;21820;22056;22057;22058;22745;22746;22778;22779;24356;24357;24752;24753;25169;25578;25718;25719;25720;25721;27161;29040	55;56;2819;2820;2891;3570;4480;4481;6269;6270;6271;6272;6273;11408;11959;13241;13242;13243;13456;13457;13458;15581;16133;18249;18250;18818;18819;18853;18854;20785;20786;20787;20788;20789;20790;20791;20792;22225;22226;22290;24715;24716;24717;24799;24800;24860;25122;25123;25124;25892;25893;25894;25929;25930;27709;27710;28155;28156;28615;28616;29077;29226;29227;29228;29229;29230;30819;32966	56;2820;2891;3570;4480;6271;11408;11959;13241;13456;15581;16133;18249;18819;18853;20791;22225;22290;24716;24800;24860;25124;25892;25930;27710;28156;28616;29077;29227;30819;32966	989;990;991;992;993;994;995;996	72;88;138;267;481;588;679;683
P0A9N4	P0A9N4	11	11	11	Pyruvate formate-lyase 1-activating enzyme	pflA		1	11	11	11	11	11	11	50.8	50.8	50.8	28.204	246	246	0	54.671	92065	111620	83201	97235	119010	81920	97042	100960	93110	93344	87084	105360	84685	100470	118340	83210	99728	103340	92038	90231	20	20	20	20	20	20	20	20	20	20	92065	111620	83201	97235	119010	81920	97042	100960	93110	93344	87084	105360	84685	100470	118340	83210	99728	103340	92038	90231	20	20	20	20	20	20	20	20	20	20	50.8	1739500000	1739500000	20				545	2179;2947;3172;4711;6160;7582;7774;8541;12786;17501;18140	True;True;True;True;True;True;True;True;True;True;True	2443;3283;3540;5239;5240;6841;8438;8663;9500;14404;19639;19640;20362	3721;3722;3723;4954;4955;5332;5333;7798;7799;7800;10052;12368;12701;13879;20858;28223;28224;29258	4281;4282;4283;5676;5677;6099;6100;8920;8921;8922;11473;14193;14194;14573;15879;23746;32031;32032;32033;33208	4282;5676;6099;8922;11473;14193;14573;15879;23746;32031;33208	997;998	57;213
P0A9P0	P0A9P0	24	24	24	Dihydrolipoyl dehydrogenase	lpdA		1	24	24	24	24	24	24	54.9	54.9	54.9	50.688	474	474	0	152.53	580360	567760	506320	597190	656860	525330	635610	615720	547800	588000	548900	536510	515890	610220	657320	532010	645610	631820	544240	567920	75	75	74	75	75	74	75	74	75	75	580360	567760	506320	597190	656860	525330	635610	615720	547800	588000	548900	536510	515890	610220	657320	532010	645610	631820	544240	567920	75	75	74	75	75	74	75	74	75	75	54.9	53976000000	53976000000	76				546	797;878;1039;1149;1429;2074;3590;4032;5235;5391;6196;8421;8480;8570;12144;15392;15514;15685;15686;16433;16443;17037;17604;17940	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	888;977;978;1153;1276;1615;2329;4001;4002;4482;5826;5827;5999;6880;9369;9432;9530;9531;13691;17304;17305;17436;17617;17618;18449;18450;18460;19127;19755;20145	1367;1491;1492;1493;1494;1495;1496;1497;1498;1499;1500;1501;1502;1503;1759;1760;1955;1956;2461;3556;3557;3558;3559;3560;3561;6025;6026;6027;6028;6732;8619;8620;8621;8622;8623;8624;8858;8859;10112;13699;13700;13784;13913;13914;13915;19871;19872;24981;24982;25158;25159;25415;25416;26585;26586;26587;26588;26589;26590;26604;27534;28400;28401;28974	1581;1582;1718;1719;1720;1721;1722;1723;1724;1725;1726;1727;1728;1729;1730;1731;1732;2013;2014;2243;2244;2842;4101;4102;4103;4104;4105;4106;4107;6885;6886;6887;6888;6889;7704;9863;9864;9865;9866;9867;9868;9869;10124;10125;10126;11541;11542;15678;15679;15771;15772;15917;15918;15919;22645;22646;28413;28414;28601;28602;28883;28884;30199;30200;30201;30202;30203;30204;30205;30206;30220;31225;32241;32242;32243;32898	1582;1731;2013;2243;2842;4102;6888;7704;9868;10126;11541;15678;15772;15919;22645;28414;28602;28883;28884;30206;30220;31225;32242;32898	999;1000;1001;1002;1003	104;233;252;319;396
