Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides KUR1502	Razor + unique peptides KUR1502	Unique peptides KUR1502	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 KUR1502	Reporter intensity corrected 1 KUR1502	Reporter intensity corrected 2 KUR1502	Reporter intensity corrected 3 KUR1502	Reporter intensity corrected 4 KUR1502	Reporter intensity corrected 5 KUR1502	Reporter intensity corrected 6 KUR1502	Reporter intensity corrected 7 KUR1502	Reporter intensity corrected 8 KUR1502	Reporter intensity corrected 9 KUR1502	Reporter intensity 0 KUR1502	Reporter intensity 1 KUR1502	Reporter intensity 2 KUR1502	Reporter intensity 3 KUR1502	Reporter intensity 4 KUR1502	Reporter intensity 5 KUR1502	Reporter intensity 6 KUR1502	Reporter intensity 7 KUR1502	Reporter intensity 8 KUR1502	Reporter intensity 9 KUR1502	Reporter intensity count 0 KUR1502	Reporter intensity count 1 KUR1502	Reporter intensity count 2 KUR1502	Reporter intensity count 3 KUR1502	Reporter intensity count 4 KUR1502	Reporter intensity count 5 KUR1502	Reporter intensity count 6 KUR1502	Reporter intensity count 7 KUR1502	Reporter intensity count 8 KUR1502	Reporter intensity count 9 KUR1502	Sequence coverage KUR1502 [%]	Intensity	Intensity KUR1502	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A2APV2;Q6ZPF4	A2APV2	9;3	7;3	7;3	Formin-like protein 2	Fmnl2		2	9	7	7	9	7	7	9.7	7.8	7.8	123.1	1086	1086;1028	0	32.084	5358.2	296.36	7304.4	0	5004.4	7044.7	7077.5	0	8713.9	5330.4	5077.1	291.82	7218.9	0	5236.3	6666.5	7149.5	109.98	8528.6	5015.6	5	2	6	0	5	6	7	0	7	5	5358.2	296.36	7304.4	0	5004.4	7044.7	7077.5	0	8713.9	5330.4	5077.1	291.82	7218.9	0	5236.3	6666.5	7149.5	109.98	8528.6	5015.6	5	2	6	0	5	6	7	0	7	5	9.7	56713000	56713000	8				28	50;1308;4127;11866;13123;18469;28391;29240;31460	True;True;False;True;True;True;True;True;False	47;1328;4304;12547;13911;19622;30295;31207;33590	55;56;1932;6380;18238;20217;28285;43533;44927;48408	59;60;2111;6917;19662;21843;30368;46661;48150;51848	60;2111;6917;19662;21843;30368;46661;48150;51848		
A2APY7	A2APY7	1	1	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5	Ndufaf5		1	1	1	1	1	1	1	3.5	3.5	3.5	38.404	343	343	0.0033161	4.9591	1088.9	0	709.94	73.244	923.4	1493.1	732.86	6.9973	801.3	899	1029	0	738.91	80.386	921.83	1416.3	757.02	47.92	787.74	846.68	2	0	2	1	2	2	2	1	2	2	1088.9	0	709.94	73.244	923.4	1493.1	732.86	6.9973	801.3	899	1029	0	738.91	80.386	921.83	1416.3	757.02	47.92	787.74	846.68	2	0	2	1	2	2	2	1	2	2	3.5	5497600	5497600	2				29	4253	True	4435	6555	7097;7098	7098		
CON__ENSEMBL:ENSBTAP00000025008;A2AQ07	CON__ENSEMBL:ENSBTAP00000025008;A2AQ07	5;5	1;1	1;1	Tubulin beta-1 chain	Tubb1	;	2	5	1	1	5	1	1	8.2	2.8	2.8	59.299	536	536;451	1	-2	176.05	0	214.88	0	195.32	291.02	498.93	0	511.79	240.37	166.74	0	214.47	0	203.67	275.52	493.64	0	504.44	226.34	1	0	1	0	1	1	1	0	1	1	176.05	0	214.88	0	195.32	291.02	498.93	0	511.79	240.37	166.74	0	214.47	0	203.67	275.52	493.64	0	504.44	226.34	1	0	1	0	1	1	1	0	1	1	8.2	3877900	3877900	1	+		+	30	2931;9556;14449;15353;16100	True;False;False;False;False	3030;10092;15357;16320;17116;17117	4488;14643;22327;23696;23697;23698;24773;24774;24775;24776;24777;24778	4880;15776;24060;25522;25523;25524;26673;26674;26675;26676;26677;26678;26679;26680	4880;15776;24060;25523;26676	14;15	159;343
A2AQ19	A2AQ19	8	8	8	RNA polymerase-associated protein RTF1 homolog	Rtf1		1	8	8	8	8	8	8	12.4	12.4	12.4	80.796	715	715	0	41.321	5314.4	77.154	3633.2	0	2957.7	7021.2	3898.6	0	3972.1	5339.4	5021.9	72.445	3741.7	0	3044.2	6644.7	3921.7	46.166	3916.2	5024.6	7	1	7	0	7	8	7	0	7	7	5314.4	77.154	3633.2	0	2957.7	7021.2	3898.6	0	3972.1	5339.4	5021.9	72.445	3741.7	0	3044.2	6644.7	3921.7	46.166	3916.2	5024.6	7	1	7	0	7	8	7	0	7	7	12.4	63372000	63372000	8				31	8448;9482;13263;21045;22716;25858;26729;28835	True;True;True;True;True;True;True;True	8906;10013;14060;22427;24252;27576;28508;30775	12969;14534;20437;32263;34830;39498;40844;44288	13993;15659;22076;34541;37304;42326;43793;47469	13993;15659;22076;34541;37304;42326;43793;47469		
A2AQP0	A2AQP0	7	1	1	Myosin-7B	Myh7b		1	7	1	1	7	1	1	3.7	0.7	0.7	221.49	1941	1941	0.0073022	4.2232	74.721	523.37	0	0	29.152	0	8677.7	0	9760.2	663.4	70.426	491.43	0	0	151.17	0	8447.5	0	9584.4	624.67	1	1	0	0	1	0	1	0	1	1	74.721	523.37	0	0	29.152	0	8677.7	0	9760.2	663.4	70.426	491.43	0	0	151.17	0	8447.5	0	9584.4	624.67	1	1	0	0	1	0	1	0	1	1	3.7	17386000	17386000	1				32	1383;3572;4501;7162;26936;29210;29595	False;False;False;False;False;True;False	1409;3714;4699;7527;28722;31175;31587	2046;5460;6913;6914;6915;11044;41168;44885;45477	2231;5914;7488;7489;7490;11910;11911;44154;48106;48736	2231;5914;7488;11910;44154;48106;48736		
A2AR02	A2AR02	4	4	4	Peptidyl-prolyl cis-trans isomerase G	Ppig		1	4	4	4	4	4	4	7.6	7.6	7.6	88.324	752	752	0	24.077	5267	143.66	3722.3	0	3147.7	6047.9	6912.6	0	4537.9	5250.5	4978.2	134.89	3837	0	3279.2	5724.4	6790.6	217.13	4578.3	4940.6	3	1	3	0	3	3	3	0	3	3	5267	143.66	3722.3	0	3147.7	6047.9	6912.6	0	4537.9	5250.5	4978.2	134.89	3837	0	3279.2	5724.4	6790.6	217.13	4578.3	4940.6	3	1	3	0	3	3	3	0	3	3	7.6	60536000	60536000	6				33	3312;4239;10771;14092	True;True;True;True	3438;4420;11379;14956	5086;5087;6533;16571;16572;21736	5521;5522;7072;17856;17857;23451	5522;7072;17856;23451		
A2ASS6	A2ASS6	75	75	75	Titin	Ttn		1	75	75	75	75	75	75	3	3	3	3906.4	35213	35213	0	323.31	3873.3	0	26467	0	19172	6309	85074	0	66635	5953.5	3666.1	0	25288	0	20106	5976.8	82978	0	66491	5605.9	17	0	20	0	16	21	67	0	60	25	3873.3	0	26467	0	19172	6309	85074	0	66635	5953.5	3666.1	0	25288	0	20106	5976.8	82978	0	66491	5605.9	17	0	20	0	16	21	67	0	60	25	3	450550000	450550000	78				34	2590;2648;3510;3771;4156;4952;5430;5466;5484;5527;5888;6136;7705;8678;9004;9845;11289;11443;11477;12031;13135;13165;13270;13387;14505;15652;16380;16395;17062;17178;17269;17271;17281;17326;17542;17543;18851;19014;19099;20498;20783;21679;21802;23601;24070;24412;25426;26009;26181;26199;28133;28704;28770;28771;29121;29340;29365;29898;30274;30416;30689;30862;30863;30864;30914;31138;31259;31268;31298;31443;32187;32789;32883;32910;32956	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2683;2741;3649;3925;4334;5171;5706;5743;5761;5804;6181;6444;8114;9148;9496;10402;11925;12086;12130;12724;13923;13955;14068;14193;15414;16646;17414;17432;18127;18251;18344;18346;18356;18403;18629;18630;20021;20196;20285;21842;22148;23136;23266;25195;25683;26040;27111;27732;27909;27931;30017;30635;30706;30707;31081;31315;31342;31914;32313;32482;32767;32947;32948;32949;33004;33249;33379;33389;33421;33572;34362;35013;35115;35146;35195	3945;4032;5360;5768;6412;7559;8397;8462;8483;8544;9113;9518;11843;13334;13826;15096;17374;17595;17653;18486;20238;20285;20451;20626;22397;24129;25203;25228;26198;26365;26495;26497;26510;26600;26912;26913;28799;29059;29178;31431;31865;33280;33469;36178;36816;37315;38823;39728;39729;39975;40018;43124;44088;44186;44187;44756;45073;45115;45977;46534;46798;47189;47471;47472;47473;47555;47931;48107;48127;48181;48387;49535;50483;50623;50682;50754	4283;4373;5812;6249;6949;8166;9077;9153;9175;9237;9835;10274;12762;14383;14911;16275;18738;18974;19033;19928;21867;21916;22091;22281;24132;25990;27129;27156;28172;28173;28346;28491;28493;28506;28608;28936;28937;30912;31184;31309;33661;34115;35621;35830;38776;39468;40000;41610;42577;42578;42855;42903;46223;47259;47362;47363;47966;48305;48348;49280;49864;50143;50554;50851;50852;50853;50944;51338;51526;51546;51605;51606;51827;53037;54050;54197;54261;54335	4283;4373;5812;6249;6949;8166;9077;9153;9175;9237;9835;10274;12762;14383;14911;16275;18738;18974;19033;19928;21867;21916;22091;22281;24132;25990;27129;27156;28173;28346;28491;28493;28506;28608;28936;28937;30912;31184;31309;33661;34115;35621;35830;38776;39468;40000;41610;42577;42855;42903;46223;47259;47362;47363;47966;48305;48348;49280;49864;50143;50554;50851;50852;50853;50944;51338;51526;51546;51605;51827;53037;54050;54197;54261;54335	16	31214
A2AUC9	A2AUC9	1	1	1	Kelch-like protein 41	Klhl41		1	1	1	1	1	1	1	1.8	1.8	1.8	68.189	606	606	0.0038942	4.7042	0	0	0	0	0	0	0	0	98.653	0	0	0	0	0	0	0	0	0	98.653	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	98.653	0	0	0	0	0	0	0	0	0	98.653	0	0	0	0	0	0	0	0	0	1	0	1.8	1609400	1609400	1				35	17249	True	18324	26467	28461	28461		
A2AWA9	A2AWA9	2	2	2	Rab GTPase-activating protein 1	Rabgap1		1	2	2	2	2	2	2	2.1	2.1	2.1	120.8	1064	1064	0.00070159	8.0976	340.94	0	177.85	0	391.17	519.96	203.73	0	265.37	424.27	322	0	190.72	0	381.64	492.26	214.19	0	267.12	399.5	1	0	1	0	1	1	1	0	2	1	340.94	0	177.85	0	391.17	519.96	203.73	0	265.37	424.27	322	0	190.72	0	381.64	492.26	214.19	0	267.12	399.5	1	0	1	0	1	1	1	0	2	1	2.1	17114000	17114000	2				36	19026;26273	True;True	20208;28015	29073;40139	31199;43029	31199;43029		
A2AWL7	A2AWL7	1	1	1	MAX gene-associated protein	Mga		1	1	1	1	1	1	1	0.4	0.4	0.4	328.8	3003	3003	1	-2	1170.3	0	857.52	0	704.81	1136.5	920.37	0	773.53	1315.4	1106.2	0	879.99	0	727.17	1076.6	922.48	0	769.47	1238.6	1	0	1	0	1	1	1	0	1	1	1170.3	0	857.52	0	704.81	1136.5	920.37	0	773.53	1315.4	1106.2	0	879.99	0	727.17	1076.6	922.48	0	769.47	1238.6	1	0	1	0	1	1	1	0	1	1	0.4	0	0	1	+			37	20958	True	22330	32118	34390	34390	17	2043
A2BDX3	A2BDX3	6	6	5	Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase	Mocs3		1	6	6	5	5	5	5	20.4	20.4	17.2	49.374	460	460	0	27.028	4063.8	290.23	2301.8	0	1758.9	5348.7	2153.5	0	2660.6	3170	3838.8	272.52	2392	0	1822.1	5060.9	2187	70.295	2600.7	2983.8	7	3	5	0	5	7	6	0	5	6	4063.8	290.23	2301.8	0	1758.9	5348.7	2153.5	0	2660.6	3170	3838.8	272.52	2392	0	1822.1	5060.9	2187	70.295	2600.7	2983.8	7	3	5	0	5	7	6	0	5	6	17.2	57495000	57495000	7				38	237;1467;12329;16937;18292;32529	True;True;True;True;True;True	1496;13043;17995;19435;34729	2197;2198;18966;18967;26018;28025;50061	2397;2398;20442;20443;27982;30097;53597	2397;20443;27982;30097;53597		
A2BE28	A2BE28	6	6	6	Ribosomal biogenesis protein LAS1L	Las1l		1	6	6	6	6	6	6	10.4	10.4	10.4	89.413	776	776	0	30.102	4521	76.356	1840.4	33.802	1671.8	5229.6	1621.7	0	1895.5	3147.4	4267.9	71.696	2005.2	66.874	1706.1	4949.7	1660.7	65.444	1858.6	2962.4	5	1	5	1	5	5	5	0	5	5	4521	76.356	1840.4	33.802	1671.8	5229.6	1621.7	0	1895.5	3147.4	4267.9	71.696	2005.2	66.874	1706.1	4949.7	1660.7	65.444	1858.6	2962.4	5	1	5	1	5	5	5	0	5	5	10.4	63478000	63478000	6				39	812;6026;7332;11278;17141;30514	True;True;True;True;True;True	805;6325;7702;11913;18210;32586	1142;9337;11289;17361;26308;46941	1247;10078;12169;18725;28286;50291	1247;10078;12169;18725;28286;50291		
A2BH40	A2BH40	13	12	12	AT-rich interactive domain-containing protein 1A	Arid1a		1	13	12	12	13	12	12	6.6	6.3	6.3	242.09	2283	2283	0	82.065	21960	356.18	20321	41.653	15869	27326	14738	185.51	19029	18403	20773	334.33	20500	182.91	16354	25863	15162	1556.8	18594	17331	11	3	11	1	11	10	10	3	11	10	21960	356.18	20321	41.653	15869	27326	14738	185.51	19029	18403	20773	334.33	20500	182.91	16354	25863	15162	1556.8	18594	17331	11	3	11	1	11	10	10	3	11	10	6.6	186520000	186520000	12				40	135;1673;6304;6883;7094;7964;9551;19173;23673;23928;29085;30525;32380	True;False;True;True;True;True;True;True;True;True;True;True;True	126;1713;6622;7232;7455;8383;10086;20360;25267;25533;31045;32597;34571	159;2518;2519;2520;9754;10589;10932;12210;14636;29292;36281;36634;44706;46957;49856	173;2735;2736;2737;2738;10531;11416;11785;13161;15767;31434;38883;39269;47909;50308;53382	173;2735;10531;11416;11785;13161;15767;31434;38883;39269;47909;50308;53382		
A2RSJ4	A2RSJ4	3	3	3	UHRF1-binding protein 1-like	Uhrf1bp1l		1	3	3	3	3	3	3	3.5	3.5	3.5	161.94	1457	1457	0	13.494	747.85	77.246	516.53	0	451.73	872.64	716.69	0	1078.6	762.6	706.79	72.531	525.58	0	465.43	825.99	730.66	0	1046	718.08	2	1	1	0	1	1	2	0	1	2	747.85	77.246	516.53	0	451.73	872.64	716.69	0	1078.6	762.6	706.79	72.531	525.58	0	465.43	825.99	730.66	0	1046	718.08	2	1	1	0	1	1	2	0	1	2	3.5	14963000	14963000	4				41	5555;11907;25522	True;True;True	5833;12593;27210;27211	8583;18307;38961;38962	9279;19734;41755;41756	9279;19734;41755	18	274
A2RT67	A2RT67	2	2	2	DENN domain-containing protein 3	Dennd3		1	2	2	2	2	2	2	2.6	2.6	2.6	143.89	1274	1274	0.00091408	7.6509	1632.2	0	1521.3	0	1371.5	1942.6	2024	0	2087.3	1657.3	1544.1	0	1537.7	0	1409.9	1839.2	2030.7	0	2056.9	1560.5	2	0	2	0	2	2	2	0	2	2	1632.2	0	1521.3	0	1371.5	1942.6	2024	0	2087.3	1657.3	1544.1	0	1537.7	0	1409.9	1839.2	2030.7	0	2056.9	1560.5	2	0	2	0	2	2	2	0	2	2	2.6	21549000	21549000	2				42	14230;16599	True;True	15115;17640	21970;25496	23692;27433	23692;27433		
A2RTL5	A2RTL5	1	1	1	Arginine/serine-rich coiled-coil protein 2	Rsrc2		1	1	1	1	1	1	1	4.3	4.3	4.3	43.876	376	376	0.0030628	6.3442	0	0	0	0	0	0	63.262	0	0	0	0	0	0	0	0	0	63.262	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63.262	0	0	0	0	0	0	0	0	0	63.262	0	0	0	0	0	0	0	0	0	1	0	0	0	4.3	1880900	1880900	1				43	24461	True	26089	37389	40077	40077		
A3KGB4	A3KGB4	2	2	2	TBC1 domain family member 8B	Tbc1d8b		1	2	2	2	2	2	2	2.3	2.3	2.3	127.89	1114	1114	0	16.16	1242.3	0	1941.9	0	1687.7	1693.8	2252.7	0	1949	1275	1178.1	0	1913.1	0	1735.4	1603.4	2257.6	0	1936	1200.5	2	0	2	0	2	2	2	0	2	2	1242.3	0	1941.9	0	1687.7	1693.8	2252.7	0	1949	1275	1178.1	0	1913.1	0	1735.4	1603.4	2257.6	0	1936	1200.5	2	0	2	0	2	2	2	0	2	2	2.3	6954900	6954900	2				44	27757;29113	True;True	29598;31073	42491;44743	45555;47949	45555;47949		
A3KGF7;Q9Z1B3	A3KGF7	11;1	11;1	11;1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	Plcb2		2	11	11	11	11	11	11	12.9	12.9	12.9	134.54	1181	1181;1216	0	72.556	10083	929.39	6687.6	0	6488.3	13450	10405	0	10351	7769.4	9527.7	872.66	6934.2	0	6651.5	12726	10393	204.21	10216	7313.4	11	4	12	0	12	11	11	0	12	11	10083	929.39	6687.6	0	6488.3	13450	10405	0	10351	7769.4	9527.7	872.66	6934.2	0	6651.5	12726	10393	204.21	10216	7313.4	11	4	12	0	12	11	11	0	12	11	12.9	131190000	131190000	14				45	3784;6940;7664;9143;13153;16530;23398;24052;24262;27698;28248	True;True;True;True;True;True;True;True;True;True;True	3938;7293;8069;9646;13942;17570;24978;25665;25884;29534;30139	5782;10682;11781;14045;20266;25408;25409;35853;36789;37094;37095;42396;42397;43291	6263;11515;12693;15148;21897;27341;27342;38417;39436;39770;39771;45457;45458;46395	6263;11515;12693;15148;21897;27341;38417;39436;39771;45457;46395		
A3KGV1	A3KGV1	1	1	1	Outer dense fiber protein 2	Odf2		1	1	1	1	1	1	1	1.6	1.6	1.6	95.54	830	830	0.0033024	4.8314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	1518100	1518100	1				46	15875	True	16876	24416	26295	26295		
A6H584;Q8C6K9	A6H584	4;1	4;1	4;1	Collagen alpha-5(VI) chain	Col6a5		2	4	4	4	4	4	4	2	2	2	289.57	2640	2640;2265	0	15.778	1513.2	1094	1571.4	0	1107.5	1652.1	2313.1	0	2700.1	1611.4	1430.4	1027.2	1573.2	0	1168.7	1564.2	2300.4	85.607	2647.8	1516.9	1	1	2	0	4	2	3	0	4	2	1513.2	1094	1571.4	0	1107.5	1652.1	2313.1	0	2700.1	1611.4	1430.4	1027.2	1573.2	0	1168.7	1564.2	2300.4	85.607	2647.8	1516.9	1	1	2	0	4	2	3	0	4	2	2	24992000	24992000	4				47	767;28890;28902;30355	True;True;True;True	767;30833;30847;32416	1096;44371;44386;46686	1195;47554;47569;50027	1195;47554;47569;50027	19	460
A6H5Y3	A6H5Y3	4	4	4	Methionine synthase	Mtr		1	4	4	4	4	4	4	4.5	4.5	4.5	139.07	1253	1253	0	17.607	894.77	0	362.29	0	220.89	1899.3	292	0	406.88	429.34	844.69	0	393.82	0	221.69	1796	294.94	0	391.53	404.28	3	0	3	0	2	4	3	0	3	3	894.77	0	362.29	0	220.89	1899.3	292	0	406.88	429.34	844.69	0	393.82	0	221.69	1796	294.94	0	391.53	404.28	3	0	3	0	2	4	3	0	3	3	4.5	7753700	7753700	4				48	6591;11453;15871;21058	True;True;True;True	6920;12100;16872;22441	10151;17612;24412;32279	10947;18991;26291;34557	10947;18991;26291;34557	20;21	575;582
A6H611	A6H611	2	2	2	Mitochondrial intermediate peptidase	Mipep		1	2	2	2	2	2	2	2.8	2.8	2.8	80.851	711	711	0.00049032	9.2221	4637.4	0	1947.7	0	1725.2	6721.1	1968.2	0	2175	4265.9	4378.1	0	2113.6	61.99	1767.5	6357.3	1997.4	89.55	2137.3	4012.1	2	0	2	0	2	2	2	0	2	2	4637.4	0	1947.7	0	1725.2	6721.1	1968.2	0	2175	4265.9	4378.1	0	2113.6	61.99	1767.5	6357.3	1997.4	89.55	2137.3	4012.1	2	0	2	0	2	2	2	0	2	2	2.8	25084000	25084000	2				49	13492;28808	True;True	14304;30746	20775;44238	22439;47414	22439;47414		
A6H619	A6H619	2	2	2	PHD and RING finger domain-containing protein 1	Phrf1		1	2	2	2	2	2	2	2.4	2.4	2.4	184.08	1682	1682	0.00048356	8.9525	113.95	0	0	0	0	130.29	0	0	0	0	107.39	0	0	0	0	123.14	0	0	0	0	1	0	0	0	0	1	0	0	0	0	113.95	0	0	0	0	130.29	0	0	0	0	107.39	0	0	0	0	123.14	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2.4	1388200	1388200	2				50	360;11762	True;True	348;12436	476;18085	524;19497	524;19497		
A6H630	A6H630	5	5	4	Protein-glutamate O-methyltransferase	Armt1		1	5	5	4	4	4	4	17.3	17.3	15	50.548	439	439	0	28.884	3637.6	97.101	2350.7	0	2012.6	5156.5	2423.1	0	2787.3	2879.3	3437.2	91.174	2437.7	0	2068.5	4892	2456.8	0	2734.7	2711.2	3	1	3	0	3	4	3	0	3	3	3637.6	97.101	2350.7	0	2012.6	5156.5	2423.1	0	2787.3	2879.3	3437.2	91.174	2437.7	0	2068.5	4892	2456.8	0	2734.7	2711.2	3	1	3	0	3	4	3	0	3	3	15	100000000	100000000	4				51	783;3293;3780;4155;11371	True;True;True;True;True	3418;3934;4333;12011	5059;5778;6411;17492	5492;6259;6948;18867	5492;6259;6948;18867		
A6H6E9	A6H6E9	1	1	1	Tetratricopeptide repeat protein 23-like	Ttc23l		1	1	1	1	1	1	1	1.7	1.7	1.7	51.532	458	458	0.0097163	4.0755	834.44	0	461.73	0	382.67	1038	319.62	0	438.52	703.85	788.2	0	485.28	0	392.22	982.45	331.63	0	427.64	662.76	1	0	1	0	1	1	1	0	1	1	834.44	0	461.73	0	382.67	1038	319.62	0	438.52	703.85	788.2	0	485.28	0	392.22	982.45	331.63	0	427.64	662.76	1	0	1	0	1	1	1	0	1	1	1.7	7534700	7534700	1				52	25340	True	27023	38702	41483	41483		
A6H8H2	A6H8H2	6	6	6	DENN domain-containing protein 4C	Dennd4c		1	6	6	6	6	6	6	3.5	3.5	3.5	211.46	1906	1906	0	24.002	1955.1	0	1136.1	0	836.38	2772.5	1204.5	0	1433.8	3054.8	1847	0	1188.1	0	858.1	2626.2	1214.7	0	1405	2876.4	6	0	6	0	5	6	6	0	6	6	1955.1	0	1136.1	0	836.38	2772.5	1204.5	0	1433.8	3054.8	1847	0	1188.1	0	858.1	2626.2	1214.7	0	1405	2876.4	6	0	6	0	5	6	6	0	6	6	3.5	19719000	19719000	6				53	10100;13900;20336;25388;26415;31294	True;True;True;True;True;True	10668;14745;21637;27073;28166;33416	15490;21446;31117;38779;40360;48174	16690;23154;33339;41563;43266;51595	16690;23154;33339;41563;43266;51595		
A6X919	A6X919	2	2	2	Probable C-mannosyltransferase DPY19L1	Dpy19l1		1	2	2	2	2	2	2	4.7	4.7	4.7	84.186	746	746	0.0013517	7.35	137.72	0	188.57	0	87.839	542.47	87.987	0	157.67	86.797	130.51	0	185.72	0	95.155	512.9	91.465	0	152.61	81.73	1	0	1	0	1	1	1	0	1	1	137.72	0	188.57	0	87.839	542.47	87.987	0	157.67	86.797	130.51	0	185.72	0	95.155	512.9	91.465	0	152.61	81.73	1	0	1	0	1	1	1	0	1	1	4.7	2576000	2576000	3				54	1122;26061	True;True	1132;27785	1618;39806	1772;42660;42661	1772;42660		
A8C756	A8C756	3	3	3	Thyroid adenoma-associated protein homolog	Thada		1	3	3	3	3	3	3	1.6	1.6	1.6	217.29	1938	1938	0	11.534	1234.4	103.37	216.99	0	223.08	1102.8	576.04	0	536.85	776.24	1164.3	97.064	277.73	0	224.42	1043.8	568.34	0	531.37	730.92	2	1	2	0	1	2	2	0	2	1	1234.4	103.37	216.99	0	223.08	1102.8	576.04	0	536.85	776.24	1164.3	97.064	277.73	0	224.42	1043.8	568.34	0	531.37	730.92	2	1	2	0	1	2	2	0	2	1	1.6	14879000	14879000	3				55	155;17431;17692	True;True;True	146;18514;18785	182;26747;27117	202;28762;29143	202;28762;29143		
A8Y5H7	A8Y5H7	3	3	3		Sec14l1		1	3	3	3	3	3	3	4.9	4.9	4.9	81.215	715	715	0	14.263	775.05	0	1674.3	0	1521.4	1519.3	1108.3	0	1778.7	963.76	736.77	0	1631.5	0	1546.9	1437.8	1166.3	0	1726.7	907.5	3	0	3	0	3	4	4	0	4	3	775.05	0	1674.3	0	1521.4	1519.3	1108.3	0	1778.7	963.76	736.77	0	1631.5	0	1546.9	1437.8	1166.3	0	1726.7	907.5	3	0	3	0	3	4	4	0	4	3	4.9	13152000	13152000	4				56	1621;24637;32424	True;True;True	1660;26275;34618	2435;37636;49923	2649;40336;53451;53452	2649;40336;53451		
B1AUE5	B1AUE5	2	2	2	Peroxisome biogenesis factor 10	Pex10		1	2	2	2	2	2	2	7.7	7.7	7.7	37.157	324	324	0.0011364	7.4881	1641.5	160.67	653.86	0	775.06	1958.8	506.53	0	665.69	1234.4	1549.6	150.86	716.16	0	775.73	1853.7	525.36	0	650.08	1162.3	2	1	2	0	2	2	1	0	2	2	1641.5	160.67	653.86	0	775.06	1958.8	506.53	0	665.69	1234.4	1549.6	150.86	716.16	0	775.73	1853.7	525.36	0	650.08	1162.3	2	1	2	0	2	2	1	0	2	2	7.7	23716000	23716000	2				57	1715;15931	True;True	1756;16936	2580;24492	2805;26372	2805;26372		
B1AVH7	B1AVH7	4	4	4	TBC1 domain family member 2A	Tbc1d2		1	4	4	4	4	4	4	5.9	5.9	5.9	104.26	922	922	0	22.346	7748.4	0	5288.4	0	4343.5	9303.8	7631.9	13.724	9662.3	7840.1	7322.7	0	5441.3	0	4511.8	8808.7	7660.5	509.92	9447.7	7382.7	5	0	2	0	3	5	3	1	4	3	7748.4	0	5288.4	0	4343.5	9303.8	7631.9	13.724	9662.3	7840.1	7322.7	0	5441.3	0	4511.8	8808.7	7660.5	509.92	9447.7	7382.7	5	0	2	0	3	5	3	1	4	3	5.9	43078000	43078000	5				58	422;9342;18849;30150	True;True;True;True	412;9857;20019;32180	553;14326;28797;46350	606;15443;30909;30910;49672	606;15443;30909;49672		
B1AVY7	B1AVY7	2	2	2	Kinesin-like protein KIF16B	Kif16b		1	2	2	2	2	2	2	1.4	1.4	1.4	150.06	1312	1312	0.0009255	7.8803	150	59.847	0	0	0	457.71	0	0	72.222	124.36	141.38	56.194	0	0	0	432.85	0	0	68.198	117.1	1	1	0	0	0	1	0	0	1	1	150	59.847	0	0	0	457.71	0	0	72.222	124.36	141.38	56.194	0	0	0	432.85	0	0	68.198	117.1	1	1	0	0	0	1	0	0	1	1	1.4	12563000	12563000	2				59	2300;31619	True;True	2388;33760	3514;48650	3824;52109	3824;52109		
