Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS2	Razor + unique peptides MS2	Unique peptides MS2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS2	Reporter intensity corrected 1 MS2	Reporter intensity corrected 2 MS2	Reporter intensity corrected 3 MS2	Reporter intensity corrected 4 MS2	Reporter intensity corrected 5 MS2	Reporter intensity corrected 6 MS2	Reporter intensity corrected 7 MS2	Reporter intensity corrected 8 MS2	Reporter intensity corrected 9 MS2	Reporter intensity 0 MS2	Reporter intensity 1 MS2	Reporter intensity 2 MS2	Reporter intensity 3 MS2	Reporter intensity 4 MS2	Reporter intensity 5 MS2	Reporter intensity 6 MS2	Reporter intensity 7 MS2	Reporter intensity 8 MS2	Reporter intensity 9 MS2	Reporter intensity count 0 MS2	Reporter intensity count 1 MS2	Reporter intensity count 2 MS2	Reporter intensity count 3 MS2	Reporter intensity count 4 MS2	Reporter intensity count 5 MS2	Reporter intensity count 6 MS2	Reporter intensity count 7 MS2	Reporter intensity count 8 MS2	Reporter intensity count 9 MS2	Sequence coverage MS2 [%]	Intensity	Intensity MS2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P00909	P00909	19	19	19	Tryptophan biosynthesis protein TrpCF;Indole-3-glycerol phosphate synthase;N-(5-phospho-ribosyl)anthranilate isomerase	trpC		1	19	19	19	19	19	19	45.5	45.5	45.5	49.492	453	453	0	213.98	95574	110570	84181	103490	125340	85919	111570	106850	103290	92753	90395	104420	85899	106410	124570	87342	114010	109160	102270	89811	20	20	20	20	20	20	20	20	20	20	95574	110570	84181	103490	125340	85919	111570	106850	103290	92753	90395	104420	85899	106410	124570	87342	114010	109160	102270	89811	20	20	20	20	20	20	20	20	20	20	45.5	1768000000	1768000000	28				63	315;1018;1192;1469;2825;3417;4061;4378;7957;8258;11321;11681;13425;13902;15493;17606;19855;19914;21663	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	354;1154;1344;1661;3207;3855;4593;4944;8967;9302;12680;13076;15324;15933;17731;20108;22624;22690;24680	602;1778;2087;2588;5019;5993;7117;7118;7661;7662;13491;13492;13985;18790;18791;19334;22754;23753;26284;29887;33531;33624;36486	779;2278;2648;3297;6412;7612;8996;8997;8998;9681;9682;16979;16980;17617;17618;23609;23610;24282;24283;28518;29789;29790;32922;37418;41931;41932;42040;45582	779;2278;2648;3297;6412;7612;8996;9682;16979;17617;23609;24282;28518;29789;32922;37418;41932;42040;45582	147	2
P00914	P00914	7	7	7	Deoxyribodipyrimidine photo-lyase	phrB		1	7	7	7	7	7	7	15.5	15.5	15.5	53.666	472	472	0	64.331	21433	22257	18648	23105	22746	18923	24359	22419	22078	22973	20271	21030	18991	23604	22861	19241	24656	23044	21881	22151	5	5	5	5	5	5	5	5	5	5	21433	22257	18648	23105	22746	18923	24359	22419	22078	22973	20271	21030	18991	23604	22861	19241	24656	23044	21881	22151	5	5	5	5	5	5	5	5	5	5	15.5	120570000	120570000	7				64	946;3382;5799;7283;15703;17283;20272	True;True;True;True;True;True;True	1071;3815;6539;8193;17968;19740;23116	1671;5940;9950;12303;26616;29274;34245	2141;7547;12569;15529;33331;36629;42776	2141;7547;12569;15529;33331;36629;42776		
P00926	P00926	14	14	14	D-serine dehydratase	dsdA		1	14	14	14	14	14	14	46.2	46.2	46.2	47.9	442	442	0	186.1	41340	40136	35708	41968	44584	39345	44407	44000	40532	42002	39097	37925	36388	42938	44714	39692	45105	45220	40158	40568	15	15	15	15	15	15	15	15	15	15	41340	40136	35708	41968	44584	39345	44407	44000	40532	42002	39097	37925	36388	42938	44714	39692	45105	45220	40158	40568	15	15	15	15	15	15	15	15	15	15	46.2	630740000	630740000	19				65	725;1775;5449;5654;5737;7114;10666;11104;11850;13333;14359;16775;16776;18257	True;True;True;True;True;True;True;True;True;True;True;True;True;True	819;2038;6153;6383;6472;8008;11976;12452;13262;15178;16458;19156;19157;20840	1266;3156;3157;9381;9729;9855;12043;12044;17827;18484;19562;22522;24510;28401;28402;30930	1605;4023;4024;11846;12275;12436;15206;15207;22445;23228;24543;28237;28238;30695;35570;35571;35572;38711;38712	1605;4024;11846;12275;12436;15206;22445;23228;24543;28238;30695;35570;35572;38712	148;149;150	6;87;391
P00934	P00934	13	13	13	Threonine synthase	thrC		1	13	13	13	13	13	13	40	40	40	47.113	428	428	0	209.21	44259	52060	37591	47336	61186	41871	50705	50687	46427	42891	41855	49152	38505	48803	60547	42404	52000	51793	45991	41560	14	14	14	14	14	14	14	14	14	14	44259	52060	37591	47336	61186	41871	50705	50687	46427	42891	41855	49152	38505	48803	60547	42404	52000	51793	45991	41560	14	14	14	14	14	14	14	14	14	14	40	757030000	757030000	17				66	2110;3155;4844;4847;5357;6024;6133;9434;9737;14722;16941;19020;20608	True;True;True;True;True;True;True;True;True;True;True;True;True	2412;2413;3570;5454;5457;6053;6792;6908;10619;10966;16846;19343;21692;23490	3747;3748;5590;8388;8392;9223;10310;10459;15937;15938;16420;25018;28664;32168;34766	4780;4781;7114;10607;10612;10613;11654;13035;13036;13216;20132;20133;20729;31352;35880;40215;43417	4781;7114;10607;10613;11654;13035;13216;20133;20729;31352;35880;40215;43417	151;152	301;340
P00935	P00935	7	7	7	Cystathionine gamma-synthase	metB		1	7	7	7	7	7	7	16.1	16.1	16.1	41.55	386	386	0	63.166	67948	69295	60575	70339	73482	62012	72802	71404	63637	65335	64269	65467	61577	72025	73789	62770	73887	73228	63179	63173	7	7	7	7	7	7	7	7	7	7	67948	69295	60575	70339	73482	62012	72802	71404	63637	65335	64269	65467	61577	72025	73789	62770	73887	73228	63179	63173	7	7	7	7	7	7	7	7	7	7	16.1	383650000	383650000	8				67	14;166;11158;12705;13657;14813;21391	True;True;True;True;True;True;True	15;190;12509;14233;15660;16948;24369	48;327;18556;20923;23340;25173;36027	78;431;23323;23324;26220;29275;31550;45020	78;431;23324;26220;29275;31550;45020		
P00936	P00936	7	7	7	Adenylate cyclase	cyaA		1	7	7	7	7	7	7	8	8	8	97.585	848	848	0	62.764	16464	16557	15566	17152	19430	16004	18225	17522	15619	16878	15576	15645	15770	17556	19470	16144	18538	18026	15522	16298	6	6	6	6	6	6	6	6	6	6	16464	16557	15566	17152	19430	16004	18225	17522	15619	16878	15576	15645	15770	17556	19470	16144	18538	18026	15522	16298	6	6	6	6	6	6	6	6	6	6	8	157620000	157620000	7				68	1513;2250;10682;12039;14278;16802;20435	True;True;True;True;True;True;True	1709;2579;11994;13504;16367;19187;23299	2664;4027;17849;19920;24391;28438;34517	3391;5138;22472;25004;30560;35618;43105	3391;5138;22472;25004;30560;35618;43105		
P00946	P00946	13	13	13	Mannose-6-phosphate isomerase	manA		1	13	13	13	13	13	13	34.5	34.5	34.5	42.849	391	391	0	159.44	95051	125400	90310	105220	136500	99413	114420	114590	116740	101960	89924	118340	91733	109180	135480	100290	117600	117420	115090	98657	23	23	23	23	23	23	23	23	23	23	95051	125400	90310	105220	136500	99413	114420	114590	116740	101960	89924	118340	91733	109180	135480	100290	117600	117420	115090	98657	23	23	23	23	23	23	23	23	23	23	34.5	2218200000	2218200000	24				69	3803;5046;5942;11585;12359;14497;15890;16356;17367;19768;20252;20253;21275	True;True;True;True;True;True;True;True;True;True;True;True;True	4302;5713;5714;6696;12971;13848;16606;18179;18691;19832;22527;23096;23097;24238	6665;6666;8791;8792;8793;8794;10172;19186;20355;20356;20357;24728;26938;27696;29437;33397;34215;34216;34217;35844;35845	8431;8432;8433;11126;11127;11128;11129;12850;24104;25533;25534;25535;30978;30979;33774;34708;36827;36828;41766;42743;42744;42745;44787;44788	8431;11129;12850;24104;25534;30978;33774;34708;36828;41766;42744;42745;44787	153;154	119;190
P00954	P00954	15	15	15	Tryptophan--tRNA ligase	trpS		1	15	15	15	15	15	15	44.6	44.6	44.6	37.437	334	334	0	247.06	105680	115500	95999	117560	131810	102990	120930	119820	112150	115260	99966	109120	97640	120350	131490	104310	123370	123010	111030	111310	35	35	35	35	35	35	35	35	35	35	105680	115500	95999	117560	131810	102990	120930	119820	112150	115260	99966	109120	97640	120350	131490	104310	123370	123010	111030	111310	35	35	35	35	35	35	35	35	35	35	44.6	5832300000	5832300000	40				70	2083;2296;2323;6203;6314;6961;13698;14180;15091;15776;16440;18199;20020;20021;20147	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2378;2629;2657;6996;7120;7121;7845;15709;16259;17262;18050;18778;20773;20774;22830;22831;22832;22833;22985	3681;4108;4159;4160;4161;10579;10580;10751;10752;10753;10754;11789;11790;23423;23424;24246;24247;25612;25613;26741;26742;27810;30832;30833;33838;33839;33840;33841;33842;33843;33844;33845;34057;34058	4692;5241;5242;5320;5321;5322;13361;13362;13363;13571;13572;13573;13574;14866;14867;14868;29375;29376;30395;30396;32102;32103;32104;33500;33501;33502;34842;38591;38592;42300;42301;42302;42303;42304;42305;42306;42307;42552;42553;42554	4692;5241;5320;13361;13574;14868;29376;30395;32102;33500;34842;38592;42300;42307;42554	155;156;157;158	22;187;284;306
P00956	P00956	46	46	46	Isoleucine--tRNA ligase	ileS		1	46	46	46	46	46	46	53.7	53.7	53.7	104.3	938	938	0	323.31	365900	352740	337990	374650	401430	335480	388210	376320	353420	374740	346130	333350	342690	382710	403410	339240	394840	387190	350190	361580	90	90	89	90	90	90	90	90	90	90	365900	352740	337990	374650	401430	335480	388210	376320	353420	374740	346130	333350	342690	382710	403410	339240	394840	387190	350190	361580	90	90	89	90	90	90	90	90	90	90	53.7	19697000000	19697000000	103				71	247;1598;2108;2367;2611;2616;3438;3475;3695;4648;5608;6137;6382;6472;6569;6605;6621;7477;7998;8361;8996;11236;12470;12819;12820;13398;14671;15665;15862;16228;16354;16431;16818;17371;17786;18247;18248;18663;18871;18960;19339;19340;19354;20284;20794;21215	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	282;1839;2408;2409;2703;2971;2976;3878;3931;3932;3933;4183;5238;6329;6913;7195;7290;7402;7445;7463;8413;9015;9419;10122;10123;12590;13972;14351;14352;14353;15282;15283;16790;17927;18148;18149;18551;18689;18769;19204;19205;19836;19837;20301;20827;20828;20829;21304;21529;21530;21628;22053;22054;22070;23128;23699;24169	472;473;2895;2896;3739;3740;3741;3742;4228;4631;4637;6022;6023;6100;6101;6102;6103;6483;6484;8083;9629;9630;9631;10466;10858;10991;11132;11133;11198;11224;12621;12622;13568;14160;15216;15217;18659;18660;20539;20540;21091;21092;21093;22683;22684;24939;26565;26566;26896;26897;26898;27493;27693;27694;27800;28458;28459;28460;28461;29441;29442;29443;30171;30909;30910;30911;30912;30913;31604;31935;31936;32085;32706;32707;32737;34260;35062;35737	610;611;612;3713;3714;4770;4771;4772;4773;4774;4775;5405;5917;5923;5924;7651;7652;7740;7741;7742;7743;8203;8204;8205;10223;12141;12142;12143;12144;13225;13226;13688;13855;14053;14054;14139;14140;14141;14170;14171;15921;15922;15923;17083;17853;19225;19226;19227;19228;23447;23448;23449;25749;25750;25751;26427;26428;26429;28422;28423;28424;31240;33271;33272;33273;33274;33723;33724;33725;33726;34453;34703;34704;34705;34706;34829;34830;35641;35642;35643;35644;36832;36833;36834;37766;38687;38688;38689;38690;38691;38692;39520;39911;39912;39913;40110;40866;40867;40908;42794;43790;44662;44663	610;3714;4773;5405;5917;5923;7652;7743;8205;10223;12143;13225;13688;13855;14054;14140;14171;15922;17083;17853;19227;23447;25749;26427;26429;28423;31240;33271;33726;34453;34703;34829;35644;36832;37766;38690;38692;39520;39912;40110;40866;40867;40908;42794;43790;44663	159;160;161;162;163;164;165;166;167;168;169;170	17;28;282;399;425;455;474;493;617;638;675;681
P00957	P00957	54	54	54	Alanine--tRNA ligase	alaS		1	54	54	54	54	54	54	63.9	63.9	63.9	96.031	876	876	0	323.31	821640	779060	727110	848980	906820	754250	893890	849610	789300	844920	777120	736340	739760	865910	909350	763040	907660	873980	783240	815260	133	133	133	133	133	133	133	133	133	133	821640	779060	727110	848980	906820	754250	893890	849610	789300	844920	777120	736340	739760	865910	909350	763040	907660	873980	783240	815260	133	133	133	133	133	133	133	133	133	133	63.9	35252000000	35252000000	153				72	808;2192;3782;3783;4109;5162;5792;6629;6642;6796;6797;7106;7356;7790;8048;8174;8300;8424;8642;8911;9289;10535;11881;12368;12380;12668;12669;12822;12832;14082;14655;14707;14708;14725;15431;15661;15978;16168;16422;17798;17968;18280;18419;19151;19152;19220;19427;19428;19571;19915;20345;20399;20440;21226	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	911;912;2510;4280;4281;4643;4644;5842;6531;6532;7473;7474;7491;7661;7662;7999;8000;8272;8793;9069;9208;9350;9492;9732;10029;10464;11835;13295;13858;13871;14190;14191;14192;14355;14366;16139;16140;16773;16774;16829;16830;16831;16832;16849;17661;17921;18276;18487;18759;18760;20314;20511;20865;21037;21038;21839;21840;21841;21842;21920;22154;22155;22312;22691;23196;23258;23304;24183	1408;1409;1410;1411;1412;3912;3913;6630;6631;6632;7194;7195;7196;7197;8949;8950;8951;9934;9935;9936;9937;9938;11239;11240;11241;11267;11268;11525;11526;11527;11528;11529;11530;12030;12031;12032;12033;12034;12428;12429;13238;13643;13644;13860;13861;13862;14058;14059;14060;14061;14280;14281;14694;15085;15726;17641;19602;20367;20368;20383;20384;20385;20862;20863;20864;20865;20866;21095;21109;21110;24045;24046;24920;24921;24987;24988;24989;24990;24991;24992;25021;26181;26182;26183;26559;27091;27092;27093;27399;27400;27785;27786;27787;30188;30480;30963;31226;31227;31228;32394;32395;32396;32397;32398;32399;32522;32523;32871;32872;32873;33090;33091;33625;34356;34456;34457;34524;34525;35756;35757	1792;1793;1794;1795;1796;1797;1798;1799;1800;4983;4984;4985;8389;8390;8391;8392;9086;9087;9088;9089;9090;11312;11313;11314;11315;11316;12546;12547;12548;12549;12550;12551;12552;14187;14188;14189;14221;14222;14223;14224;14225;14547;14548;14549;14550;14551;14552;15190;15191;15192;15193;15194;15195;15196;15675;15676;15677;16673;17178;17179;17180;17458;17459;17460;17715;17716;17717;17718;17719;17720;18018;18019;18576;19060;19061;19874;22222;24588;25546;25547;25548;25549;25564;25565;25566;25567;26152;26153;26154;26155;26156;26431;26447;26448;30142;30143;31218;31219;31305;31306;31307;31308;31309;31310;31356;32800;32801;32802;33262;33971;33972;33973;34330;34331;34332;34809;34810;34811;34812;37786;37787;38161;38749;39077;39078;39079;39080;40500;40501;40502;40503;40504;40505;40506;40653;40654;41090;41091;41092;41093;41386;41387;41388;42041;42912;43030;43031;43032;43113;43114;43115;44684;44685	1797;4983;8390;8392;9089;11313;12552;14189;14221;14550;14551;15195;15675;16673;17178;17458;17719;18018;18576;19060;19874;22222;24588;25547;25564;26154;26155;26431;26447;30143;31219;31305;31308;31356;32801;33262;33971;34331;34812;37786;38161;38749;39077;40503;40506;40653;41092;41093;41386;42041;42912;43032;43114;44684	171;172;173;174;175;176;177;178;179;180;181;182;183	227;239;300;323;342;429;449;604;631;642;789;834;849
P00959	P00959	38	38	38	Methionine--tRNA ligase	metG		1	38	38	38	38	38	38	59.7	59.7	59.7	76.254	677	677	0	323.31	335630	325190	298560	351160	367160	301320	364300	350510	320700	333250	317460	307350	303600	358170	368460	305500	369770	359720	318280	321910	84	84	84	84	84	84	84	84	84	84	335630	325190	298560	351160	367160	301320	364300	350510	320700	333250	317460	307350	303600	358170	368460	305500	369770	359720	318280	321910	84	84	84	84	84	84	84	84	84	84	59.7	13844000000	13844000000	99				73	499;2002;2520;2646;2752;3198;3677;4661;5797;5966;6801;7184;7514;8538;8808;10127;12539;12540;13394;13623;14385;15279;15636;15637;15884;15916;16107;16419;16647;17136;17512;17946;18177;19021;19867;20040;20637;21639	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	558;2286;2868;3006;3007;3128;3614;4159;5251;5252;6537;6724;6725;6726;7666;8085;8460;8461;9610;9611;9911;11394;14051;14052;15275;15276;15622;16487;17469;17892;17893;18173;18208;18418;18756;19010;19576;19998;19999;20480;20749;21693;22639;22860;23530;24653	889;890;3528;3529;3530;4488;4679;4680;4681;4894;4895;5653;6447;6448;8099;8100;8101;8102;8103;8104;9947;9948;10207;10208;10209;10210;10211;10212;10213;11535;12150;12691;12692;12693;14459;14460;14461;14462;14463;14464;14924;14925;17036;20648;20649;20650;22674;22675;22676;23293;24576;24577;25897;25898;26515;26516;26928;26929;26976;26977;27297;27781;27782;28153;28154;29040;29041;29701;29702;29703;29704;30424;30425;30803;32169;33553;33881;33882;34844;34845;36449	1136;1137;4476;4477;4478;4479;5739;5740;5971;5972;5973;6249;6250;6251;6252;7194;8158;8159;8160;10241;10242;10243;10244;10245;10246;10247;10248;10249;12566;12567;12893;12894;12895;12896;12897;12898;12899;12900;12901;14558;15340;15341;16012;16013;16014;18254;18255;18256;18257;18258;18259;18868;18869;21506;25886;25887;25888;25889;25890;28411;28412;28413;29222;30793;30794;32453;32454;33211;33212;33762;33763;33825;33826;33827;33828;34208;34804;34805;34806;35266;35267;36357;36358;37170;37171;37172;37173;37174;38095;38096;38555;40216;41955;42350;42351;42352;43522;43523;45538	1136;4479;5739;5971;6249;7194;8159;10248;12567;12897;14558;15340;16013;18259;18868;21506;25886;25890;28412;29222;30793;32454;33211;33212;33763;33827;34208;34804;35267;36358;37174;38096;38555;40216;41955;42350;43523;45538	184;185;186;187;188;189;190;191	135;185;219;446;480;633;650;652
P00960	P00960	8	8	8	Glycine--tRNA ligase alpha subunit	glyQ		1	8	8	8	8	8	8	33.3	33.3	33.3	34.774	303	303	0	124.28	117750	140470	107270	124340	151620	112340	129140	137320	126810	130960	111380	132610	109120	128450	150930	113700	132470	140720	125220	126490	22	24	24	23	24	24	24	24	24	24	117750	140470	107270	124340	151620	112340	129140	137320	126810	130960	111380	132610	109120	128450	150930	113700	132470	140720	125220	126490	22	24	24	23	24	24	24	24	24	24	33.3	3943900000	3943900000	27				74	129;1162;2155;4043;4098;4836;15013;21189	True;True;True;True;True;True;True;True	151;1311;2463;4573;4574;4632;5445;5446;17174;17175;17176;24142	272;2035;2036;3844;7086;7087;7088;7089;7090;7176;8378;8379;8380;25492;25493;25494;25495;25496;35705;35706	362;2592;2593;4904;4905;8958;8959;8960;8961;8962;8963;9066;10595;10596;10597;10598;31942;31943;31944;31945;31946;31947;31948;31949;44620;44621;44622	362;2592;4904;8962;9066;10598;31945;44620	192;193;194;195	33;43;107;298
P00961	P00961	43	43	43	Glycine--tRNA ligase beta subunit	glyS		1	43	43	43	43	43	43	58.8	58.8	58.8	76.812	689	689	0	323.31	416540	423530	375940	426000	470710	378740	454600	439490	407460	418140	394000	400110	382020	436490	471810	383290	462220	451080	404040	403900	76	77	76	76	76	77	76	76	77	76	416540	423530	375940	426000	470710	378740	454600	439490	407460	418140	394000	400110	382020	436490	471810	383290	462220	451080	404040	403900	76	77	76	76	76	77	76	76	77	76	58.8	24576000000	24576000000	89				75	66;182;348;349;2354;5702;6105;6183;6710;6764;6765;6945;6978;7615;8187;10556;10557;10685;11021;11105;12273;12549;12587;12989;14669;15949;16023;16448;17926;18226;18227;18940;19045;19046;19047;19679;20029;20030;20048;20049;20351;21160;21495	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	73;207;390;391;2690;6437;6878;6879;6966;6967;7564;7624;7625;7826;7827;7863;8594;9221;11857;11858;12000;12365;12453;13755;14064;14065;14103;14603;14604;16788;18245;18329;18787;20460;20803;20804;21606;21725;21726;21727;22433;22845;22846;22847;22868;22869;23203;24110;24495	133;134;352;353;642;643;644;645;646;647;4213;9811;9812;10418;10419;10420;10421;10534;10535;10536;11380;11381;11478;11479;11480;11765;11766;11816;11817;12923;13876;13877;13878;17670;17671;17672;17861;18372;18373;18485;18486;20238;20681;20682;20683;20742;21497;21498;21499;21500;21501;24936;24937;27036;27177;27178;27179;27820;30401;30875;30876;32058;32221;32222;32223;32224;33284;33864;33865;33866;33893;33894;33895;34366;35659;35660;36218	181;182;463;464;465;826;827;828;829;830;831;832;833;834;835;5387;12384;12385;13170;13171;13172;13173;13308;13309;13310;13311;14369;14370;14490;14491;14492;14838;14839;14898;14899;14900;16298;17479;17480;17481;22257;22258;22259;22489;23090;23091;23229;23230;23231;25379;25929;25930;25931;26001;26937;26938;26939;26940;26941;31236;31237;31238;33900;34076;34077;34078;34853;38061;38062;38646;38647;38648;40076;40282;40283;40284;40285;41642;41643;42332;42333;42334;42365;42366;42367;42922;44563;44564;45255	181;465;829;834;5387;12384;13173;13310;14369;14490;14492;14838;14899;16298;17480;22258;22259;22489;23091;23229;25379;25930;26001;26939;31238;33900;34077;34853;38062;38646;38647;40076;40282;40283;40285;41642;42332;42334;42365;42366;42922;44564;45255	196;197;198;199;200;201;202;203	134;192;281;458;528;616;656;658
P00962	P00962	36	36	36	Glutamine--tRNA ligase	glnS		1	36	36	36	36	36	36	63	63	63	63.477	554	554	0	323.31	413080	422440	372040	428350	447220	362980	441280	418850	387840	416780	390730	399100	377890	438410	449270	368240	448000	430530	384950	402140	69	69	69	69	69	69	69	69	69	69	413080	422440	372040	428350	447220	362980	441280	418850	387840	416780	390730	399100	377890	438410	449270	368240	448000	430530	384950	402140	69	69	69	69	69	69	69	69	69	69	63	12667000000	12667000000	80				76	387;829;1520;2661;2662;2663;3521;4207;4215;4546;5697;5783;7364;7862;7953;8109;8527;8561;8851;10319;11992;11994;11995;12683;13370;13733;14883;14884;15022;15124;15671;15960;16509;16797;17438;21565	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	430;934;1717;1718;3022;3023;3024;3986;4753;4761;5126;6432;6521;8280;8870;8963;9138;9599;9638;9957;9958;9959;11598;13451;13452;13454;13455;14206;14207;14208;14209;15233;15234;15753;17026;17027;17028;17185;17298;17934;18256;18854;19182;19912;24574	696;697;1445;1446;2673;2674;2675;2676;2677;4719;4720;4721;4722;6193;6194;6195;7379;7380;7390;7921;9803;9921;9922;12439;13357;13358;13487;13741;13742;14443;14444;14514;14515;14982;14983;14984;17318;19847;19848;19850;19851;19852;20882;20883;20884;20885;20886;20887;22599;22600;22601;23493;25265;25266;25267;25508;25668;25669;26576;27051;27052;27053;27932;28433;29571;36332	903;904;905;1842;1843;3401;3402;3403;3404;3405;6022;6023;6024;6025;7857;7858;7859;9313;9314;9326;10008;12373;12531;12532;12533;15689;16817;16818;16973;16974;16975;17303;17304;18238;18239;18341;18342;18343;18344;18940;18941;18942;18943;21842;24918;24919;24921;24922;24923;24924;24925;26173;26174;26175;26176;26177;26178;26179;26180;28325;28326;28327;29468;31658;31659;31660;31963;32173;32174;33286;33918;33919;33920;33921;34991;34992;35613;37001;37002;45399	903;1843;3405;6022;6023;6024;7859;9313;9326;10008;12373;12533;15689;16817;16973;17304;18239;18341;18941;21842;24919;24921;24924;26174;28325;29468;31658;31660;31963;32173;33286;33920;34991;35613;37001;45399	204;205;206;207;208;209;210;211;212	179;186;269;291;325;344;363;366;375
P00963	P00963	10	10	10	Aspartate--ammonia ligase	asnA		1	10	10	10	10	10	10	36.1	36.1	36.1	36.65	330	330	0	124.63	83140	91436	79455	90342	101300	85973	90990	95451	87115	89042	78658	86370	80467	92757	101360	86657	93009	98060	86121	86053	14	14	14	14	14	14	14	14	14	14	83140	91436	79455	90342	101300	85973	90990	95451	87115	89042	78658	86370	80467	92757	101360	86657	93009	98060	86121	86053	14	14	14	14	14	14	14	14	14	14	36.1	1184000000	1184000000	14				77	1411;1450;3341;5363;6917;11349;12429;17399;19125;19430	True;True;True;True;True;True;True;True;True;True	1594;1638;3769;6059;7795;12709;13925;19870;21811;22157	2482;2550;5874;9233;11723;18834;18835;20469;29504;32352;32353;32875	3143;3246;3247;7462;11664;14781;23663;23664;23665;25663;36920;40453;40454;41095	3143;3247;7462;11664;14781;23663;25663;36920;40454;41095		
